ID,Study ID,Reference,Grouping,Victim,Perpetrator,Route Victim,Route Perpetrator,Mechanism,Compartment,AUCR Avg,AUCR AvgType,AUCR Var,AUCR VarType,CmaxR Avg,CmaxR AvgType,CmaxR Var,CmaxR VarType,t_placebo_0,t_placebo_end,t_treatment_0,t_treatment_end,t Unit,R Dose correction factor,Comment,Dose,Dose free API,Dose Unit,Route,Times of Administration,Times Unit,Description,Comment Regimen,Administered form,Formulation type,Infusion duration [min],Water volume ingested for drug intake [mL],Comment on administration/formulation,Fasted/Fed state,Duration of fasting before drug administration [h],Duration of fasting after drug administration [h],Comment on food intake
368,Olkkola 1993,https://www.ncbi.nlm.nih.gov/pubmed/8453848,iv with Perpetrator (Erythromycin),Midazolam,Erythromycin,IV,PO,Mechanism_based_Inactivation,Plasma,1.961934,geo. Mean,1.30-2.48,Range,,,,,0,inf,128,inf,h,,"Individual AUC ratios extracted from Fig. 5, the geometric mean value listed here as calculated based on the extracted values",500,,mg,PO,(S0-T8-R16)-126-136-144-152-160,h,MD TID (7 days),three times a day,erythromycin base,"Etromycin, 500 mg enterotablet, Orion Pharmaceutical Company Ltd.",,200,,,,,
370,Olkkola 1994,https://www.ncbi.nlm.nih.gov/pubmed/8181191,po with Perpetrator (Itraconazole),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,10.8,arith. mean,,,3.4,arith. Mean,,,0,inf,73,inf,h,,,200,,mg,PO,0-24-48-72,h,MD OD (4 days),MD,itraconazole,"Sporanox, Orion",,,,Fasted,2,5,
371,Olkkola 1994,https://www.ncbi.nlm.nih.gov/pubmed/8181191,po with Perpetrator (Ketoconazole,Midazolam,Ketoconazole,PO,PO,Reversible_Inhibition,Plasma,15.9,arith. mean,,,4.1,arith. Mean,,,0,inf,73,inf,h,,,400,,mg,PO,0-24-48-72,h,MD OD (4 days),MD,ketoconazole,"Nizoral, Orion",,,,Fasted,2,5,
377,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 1 (po) with Perpetrator (Itraconazole),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,3.4,arith. mean,,,1.8,arith. Mean,,,0,inf,2,74,h,,,200,,mg,PO,0,h,SD,SD,,,,,,,,,
378,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 4 (iv) with Perpetrator (Itraconazole),Midazolam,Itraconazole,IV,PO,Reversible_Inhibition,Plasma,3.225806452,Approx. Avg,,,,,,,0,inf,74,122,h,,,200,,mg,PO,0-24-48-72,h,MD OD (4 days),MD,,,,,,,,,
379,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 6 (po) with Perpetrator (Itraconazole),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,6.6,arith. mean,,,2.5,arith. Mean,,,0,inf,122,inf,h,,,200,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD,,,,,,,,,
380,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 1 (po) with Perpetrator (Fluconazole),Midazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,2.5,arith. mean,,,2.5,arith. Mean,,,0,inf,2,inf,h,,,400,,mg,PO,0,h,SD,MD,,,,,,,,,
381,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 4 (iv) with Perpetrator (Fluconazole),Midazolam,Fluconazole,IV,PO,Reversible_Inhibition,Plasma,2.040816327,Approx. Avg,,,,,,,0,inf,74,inf,h,,,400/200,,mg,PO,"400: 0, 200: 24-48-72",h,MD OD (4 days),MD,,,,,,,,,
382,Olkkola 1996,https://www.ncbi.nlm.nih.gov/pubmed/8623953,day 6 (po) with Perpetrator (Fluconazole),Midazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,3.6,arith. mean,,,1.7,arith. Mean,,,0,inf,122,inf,h,,,400/200,,mg,PO,"400: 0, 200: 24-48-72-96-120",h,MD OD (6 days),MD,,,,,,,,,
342,Link 2008,https://www.ncbi.nlm.nih.gov/pubmed/18537963,iv with Perpetrator (Rifampicin),Midazolam,Rifampicin,IV,PO,Induction,Plasma,0.655007949,Approx. Median,,,1.105960265,Approx. Median,,,0,inf,144,inf,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD,rifampicin,"Rimactan®, 600 mg coated tablet, Medika AG,",,,in the morning,,,,
391,Phimmasone 2001,https://www.ncbi.nlm.nih.gov/pubmed/11753266,with Perpetrator (Rifampicin),Alfentanil,Rifampicin,IV,PO,Induction,Plasma,0.55,arith. mean,,,,,,,0,inf,107,inf,h,1,,600,,mg,PO,0-24-48-72-96,h,MD OD (5 days),MD,rifampin,,,,in the evening,,,,
344,Link 2008,https://www.ncbi.nlm.nih.gov/pubmed/18537963,po with Perpetrator (Rifampicin),Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.015549077,Approx. Median,,,0.034865293,Approx. Median,,,0,inf,144,inf,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD,rifampicin,"Rimactan®, 600 mg coated tablet, Medika AG,",,,in the morning,,,,
389,Phimmasone 2001,https://www.ncbi.nlm.nih.gov/pubmed/11753266,with Perpetrator (Rifampicin),Midazolam,Rifampicin,IV,PO,Induction,Plasma,0.51,arith. mean,,,,,,,0,inf,106,inf,h,1,,600,,mg,PO,0-24-48-72-96,h,MD OD (5 days),MD,rifampin,,,,in the evening,,,,
1098,Prueksaritanont 2017,https://www.ncbi.nlm.nih.gov/pubmed/27943276,Midazolam in microdosecocktail + Rifampin,Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.94,Geom. mean,0.66 - 1.35,90% CI,1.3,Geom. mean,1.16 - 1.46,90% CI,0,inf,0,inf,h,1,Also available: ratio for AUC(0-last): geom. Mean (GMR) (90% CI) in pg*h/ml: 0.86 (0.62 - 1.20),600,,mg,PO,0,h,SD,SD,rifampin,USP 300 mg capsules,,,,,,,
396,Reitman 2011,https://www.ncbi.nlm.nih.gov/pubmed/21191377,Week 0 after Perpetrator (Rifampicin),Digoxin,Rifampicin,PO,PO,Induction,Plasma,1.462,arith. mean,,,1.49,arith. mean,,,1321,inf,649,817,h,1,Week 4 as Control,600,,mg,PO,S0-T24-R28,h,MD OD (28 days),,,Rifadin (2x 300mg),,,Rifadin 2x 300 mg (Merrel),Fasted,,,
397,Reitman 2011,https://www.ncbi.nlm.nih.gov/pubmed/21191377,Week 1 after Perpetrator (Rifampicin),Digoxin,Rifampicin,PO,PO,Induction,Plasma,0.683,arith. mean,,,0.693,arith. mean,,,1321,inf,817,985,h,1,Week 4 as Control,600,,mg,PO,S0-T24-R28,h,MD OD (28 days),,,Rifadin (2x 300mg),,,Rifadin 2x 300 mg (Merrel),Fasted,,,
398,Reitman 2011,https://www.ncbi.nlm.nih.gov/pubmed/21191377,Week 2 after Perpetrator (Rifampicin),Digoxin,Rifampicin,PO,PO,Induction,Plasma,0.977,arith. mean,,,0.876,arith. mean,,,1321,inf,985,1321,h,1,Week 4 as Control,600,,mg,PO,S0-T24-R28,h,MD OD (28 days),,,Rifadin (2x 300mg),,,Rifadin 2x 300 mg (Merrel),Fasted,,,
401,Saari 2006,https://www.ncbi.nlm.nih.gov/pubmed/16580904,po with Perpetrator (Voriconazole),Midazolam,Voriconazole,PO,PO,,Plasma,9.85,geo. Mean,8.23-11.79,90% CI,3.56,geo. Mean,2.85-4.44,90% CI,0,inf,37,inf,h,,,400/200,,mg,PO,"400mg: 0-12, 200mg: 24-36",h,"MD BID (2 days), with first dose as loading dose",MD,voriconazole,Vfend tablet Pfizer,,150,The last dose of voriconazole was given at 8 AM with 150 mL of water,Fasted,11,5,
404,Saari 2006,https://www.ncbi.nlm.nih.gov/pubmed/16580904,iv with Perpetrator (Voriconazole),Midazolam,Voriconazole,IV,PO,,Plasma,3.61,geo. Mean,3.20-4.08,90% CI,,,,,0,inf,37,inf,h,,,400/200,,mg,PO,"400mg: 0-12, 200mg: 24-36",h,"MD BID (2 days), with first dose as loading dose",MD,voriconazole,Vfend tablet Pfizer,,150,The last dose of voriconazole was given at 8 AM with 150 mL of water,Fasted,11,5,
420,Swart 2002,https://www.ncbi.nlm.nih.gov/pubmed/11851636 ,day 10 Control with Perpetrator (Erythromycin),Midazolam,Erythromycin,IV,PO,Mechanism_based_Inactivation,Plasma,1.597786,geo. Mean,0.872-3.0,Range,,,,,0,inf,96,inf,h,,"according to the methods section, AUC was calculated, but data are not given in text or tables.",500,,mg,PO,(S0-T6-R20),h,MD QID (5 days),"erythromycin was taken 4 times per day, but timing was not specified. A fixed dose interval oh tau=6h was assumed. Midazolam and lignocaine were co-administered with erythromycin.",,Capsule,,200,2x 100-mg itraconazole capsules with coated sugar spheres,,,,
392,Reitman 2011,https://www.ncbi.nlm.nih.gov/pubmed/21191377,Week 0 after Perpetrator (Rifampicin),Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.123,arith. mean,,,0.162,arith. mean,,,1320,inf,648,816,h,1,Week 4 as Control,600,,mg,PO,S0-T24-R28,h,MD OD (28 days),,,Rifadin (2x 300mg),,,Rifadin 2x 300 mg (Merrel),Fasted,,,
424,Templeton 2010,https://www.ncbi.nlm.nih.gov/pubmed/20739919,with Perpetrator (Itraconazole @ 50 mg),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,2,arith. Mean,0.6,arith. SD,,,,,0,inf,4,inf,h,,,50,,mg,PO,0,h,SD,SD,,Oral solution,,,,Fasted,,0.5,wrt. administration of midazolam
425,Templeton 2010,https://www.ncbi.nlm.nih.gov/pubmed/20739919,with Perpetrator (Itraconazole @ 200 mg),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,4.7,arith. Mean,1.4,arith. SD,,,,,0,inf,4,inf,h,,,200,,mg,PO,0,h,SD,SD,,Oral solution,,,,Fasted,,0.5,wrt. administration of midazolam
426,Templeton 2010,https://www.ncbi.nlm.nih.gov/pubmed/20739919,with Perpetrator (Itraconazole @ 400 mg),Midazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,5.4,arith. Mean,1.5,arith. SD,,,,,0,inf,4,inf,h,,,400,,mg,PO,0,h,SD,SD,,Oral solution,,,,Fasted,,0.5,wrt. administration of midazolam
428,Tham 2006,https://www.ncbi.nlm.nih.gov/pubmed/16628140,with Perpetrator (Ketoconazole 50 mg),Midazolam,Ketoconazole,IV,PO,Reversible_Inhibition,Plasma,1.588235294,Approx. Avg,,,,,,,0,inf,47,inf,h,,,200,,mg,PO,0-12-24-36-48-60,h,MD BID (3 days),MD,ketoconazole,Janssen Cilag,,,at 8am and 8pm,,,,
469,Yeates 1996,http://www.ncbi.nlm.nih.gov/pubmed/8880291,with Perpetrator (Clarithromycin),Midazolam,Clarithromycin,PO,PO,Mechanism_based_Inactivation,Plasma,3.571572095,Approx. Avg,,,2.439979191,Approx. CmaxR,,,0,inf,97.5,inf,h,,,250,,mg,PO,"(S-0,T-12-R-10)",h,MD BID (5 days),MD BID,,Klacid tabelts,,,Kacid tablets from Abbot,Fasted,,2,
471,Zimmermann 1996,https://www.ncbi.nlm.nih.gov/pubmed/8720318,with Perpetrator (Erythromycin),Midazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,3.813719284,Approx. Avg,,,2.711438346,Approx. CmaxR,,,0,inf,97.5,inf,h,,,500,,mg,PO,"(S-0,T-8-R-15)",h,MD TID (3 days),MD TID,,Zithromax,,100,Zitrhromax Pfizer,Fasted,10,3.5,
571,Iwamoto 2008,https://www.ncbi.nlm.nih.gov/pubmed/18513146,"Study I, Period 2 (ATV treatment)",Raltegravir,Atazanavir,PO,PO,Reversible_Inhibition,Plasma,1.72,geo. Mean,1.47-2.02,90% CI,1.53,geo. Mean,1.11-2.12,90% CI,0,inf,144,inf,h,,,400,,mg,PO,0-24-48-72-96-120-144-168-192,h,MD OD (9 days),MD QD,,,,,,Fed,,,
573,Neely 2010,https://www.ncbi.nlm.nih.gov/pubmed/20823282,Study arm B (Raltegravir 400mg OD + Atazanavir 400 mg OD),Raltegravir,Atazanavir,PO,PO,Reversible_Inhibition,Plasma,1.72,geo. Mean,0.79-3.75,90% CI,1.37,geo. Mean,0.62-3.02,90% CI,168,180,168,192,h,,,400,,mg,PO,0-24-48-72-96-120-144-168,h,MD OD (8 days),MD QD,,,,,Capsule,Semifasted,1,2,
575,Krishna 2016,https://www.ncbi.nlm.nih.gov/pubmed/27696440,"Period 2, Day 7 (1200 mg raltegravir SD with OD doses of 400 mg ATV)",Raltegravir,Atazanavir,PO,PO,Reversible_Inhibition,Plasma,1.67,geo. Mean,1.34-2.10,90% CI,1.16,geo. Mean,1.01-1.33,90% CI,0,inf,144,inf,h,,,400,,mg,PO,0-24-48-72-96-120-144-168-192,h,MD OD (9 days),MD QD,,,,,,Fed,,,standard moderate-fat breakfast
579,Zhu 2010,https://www.ncbi.nlm.nih.gov/pubmed/21149917,Raltegravir 400 mg twice daily plus atazanavir 300 mg twice daily,Raltegravir,Atazanavir,PO,PO,Reversible_Inhibition,Plasma,1.536,geo. Mean,1.135-2.081,90% CI,1.394,geo. Mean,0.990-1.964,90% CI,96,108,600,612,h,,,400,,mg,PO,288-300-312-324-336-348-360-372-384-396-408-420-432-444-456-468-480-492-504-516-528-540-552-564-576-588-600-612,h,MD BID (14 days),MD BID,Atazanavir sulfate,Reyataz® Bristol-Myers Squibb,,,,Fed,,,light meal (277 kcal)
642,Kasichayanula 2013a,https://www.ncbi.nlm.nih.gov/pubmed/23061428,Study 2: with Perpetrator (Mefenamic Acid),Dapagliflozin,Mefenamic Acid,PO,PO,Reversible_Inhibition,Plasma,1.51,geo. Mean,1.44-1.58,90% CI,1.13,geo. Mean,1.03-1.24,90% CI,0,inf,24,inf,h,,,500 / 250,,mg,PO,"0-6-12-18-24-(S-30,T-6,R-11)",h,"MD QID (4 days), with first dose ad loading dose","first dose 500, then 250 mg",,,,,,Fed/Fasted,,,"24h hour dose fasted, other fed"
643,Kasichayanula 2013a,https://www.ncbi.nlm.nih.gov/pubmed/23061428,Study 1: with Perpetrator (Rifampicin),Dapagliflozin,Rifampicin,PO,PO,Induction,Plasma,0.78,geo. Mean,0.73-0.83,90% CI,0.93,geo. Mean,0.78-1.11,90% CI,0,inf,120,inf,h,1,,600,,mg,PO,0-24-48-72-96-120-144-168-192-216,h,MD OD (10 days),OD,,,,,,,,,
757,Phillips 1986,https://www.ncbi.nlm.nih.gov/pubmed/3771812,Triazolam after 3 days of erythromycin,Triazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,2.059701,Approx. Avg,,,1.464286,Approx. Avg,,,0,inf,64,inf,h,,"Time of triazolam administration relative to erythromycin administration not reported, both drugs were assumed to be taken at the same time",333,,mg,PO,0-8-16-24-32-40-48-56-64,h,MD TID (3 days),MD TID,,E-Mycin,,,,,,,
761,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Grapefruit coadmin sequential,Alfentanil,Grapefruit juice,IV,PO,,Plasma,1,Geom. mean,0.9-1.0,90% CI,,,,,0,inf,0,inf,h,,,8,,oz,PO,0,h,SD,,,,,,,,,,
762,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Ketoconazole coadmin sequential,Alfentanil,Ketoconazole,IV,PO,Reversible_Inhibition,Plasma,2.4,Geom. mean,,,,,,,0,inf,60,inf,h,,calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control),400,,mg,PO,0-24-48-72,h,MD OD (4 days),MD QD,,,,,,,,,
763,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Rifampin coadmin sequential,Alfentanil,Rifampicin,IV,PO,Induction,Plasma,0.4,Geom. mean,0.3-0.4,90% CI,,,,,0,24,108,132,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD QD,,,,,,,,,
765,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Grapefruit coadmin simultaneous,Alfentanil,Grapefruit juice,IV,PO,,Plasma,1.2,Geom. mean,1.1-1.2,90% CI,,,,,0,inf,24,inf,h,,,8,,oz,PO,0,h,SD,,,,,,,,,,
766,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Ketoconazole coadmin simultaneous,Alfentanil,Ketoconazole,IV,PO,Reversible_Inhibition,Plasma,2.5,Geom. mean,,,,,,,0,inf,84,inf,h,,calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control),400,,mg,PO,0-24-48-72,h,MD OD (4 days),MD QD,,,,,,,,,
767,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil IV Rifampin coadmin simultaneous,Alfentanil,Rifampicin,IV,PO,Induction,Plasma,0.4,Geom. mean,0.2-0.7,90% CI,,,,,24,inf,132,inf,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD QD,,,,,,,,,
769,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Grapefruit coadmin sequential,Alfentanil,Grapefruit juice,PO,PO,,Plasma,1.7,Geom. mean,1.5-1.7,90% CI,,,,,0,inf,0,inf,h,,,8,,oz,PO,0,h,SD,,,,,,,,,,
770,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Ketoconazole coadmin sequential,Alfentanil,Ketoconazole,PO,PO,Reversible_Inhibition,Plasma,2.3,Geom. mean,,,,,,,0,inf,63,inf,h,,calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control),400,,mg,PO,0-24-48-72,h,MD OD (4 days),MD QD,,,,,,,,,
771,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Rifampin coadmin sequential,Alfentanil,Rifampicin,PO,PO,Induction,Plasma,0.06,Geom. mean,0.05-0.07,90% CI,,,,,0,21,111,132,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD QD,,,,,,,,,
773,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Grapefruit coadmin simultaneous,Alfentanil,Grapefruit juice,PO,PO,,Plasma,2.2,Geom. mean,1.9-2.5,90% CI,,,,,0,inf,21,inf,h,,,8,,oz,PO,0,h,SD,,,,,,,,,,
774,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Ketoconazole coadmin simultaneous,Alfentanil,Ketoconazole,PO,PO,Reversible_Inhibition,Plasma,3,Geom. mean,,,,,,,0,inf,84,inf,h,,calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control),400,,mg,PO,0-24-48-72,h,MD OD (4 days),MD QD,,,,,,,,,
775,Kharasch 2011b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/,Alfentanil PO Rifampin coadmin simultaneous,Alfentanil,Rifampicin,PO,PO,Induction,Plasma,0.06,Geom. mean,0.01-0.22,90% CI,,,,,21,inf,132,inf,h,1,,600,,mg,PO,0-24-48-72-96-120,h,MD OD (6 days),MD QD,,,,,,,,,
777,Yasui 1996,https://www.ncbi.nlm.nih.gov/pubmed/8646822,Treatment with erythromycin,Alprazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,2.471616,Approx. Avg,,,1.183333,Approx. Avg,,,0,inf,170,inf,h,,,400,,mg,PO,0-8-16-24-32-40-48-56-64-72-80-88-96-104-112-120-128-136-144-152-160-168-176-184-192-200-208-216-224-232,h,MD TID (10 days),MD TID,,Ilotysin,,,,Fasted,overnight,,
779,Bartkowski 1989,https://www.ncbi.nlm.nih.gov/pubmed/2501060,Treatment Day 1,Alfentanil,Erythromycin,IV,PO,Mechanism_based_Inactivation,Serum,1.026178,Geom. mean,1.204995,Geom. SD,,,,,0,inf,1.5,inf,h,,Individual AUCinf calculated as Dose/CL. Individual CL values are given in Tab. 1. Individual values subsequently used to calculate Geom. Mean and geom. SD.,500,,mg,PO,0,h,SD,SD,,E-Mycin,,,,Fasted,overnight,,
780,Bartkowski 1989,https://www.ncbi.nlm.nih.gov/pubmed/2501060,Treatment Day 7,Alfentanil,Erythromycin,IV,PO,Mechanism_based_Inactivation,Serum,1.461094,Geom. mean,1.312773,Geom. SD,,,,,0,inf,145.5,inf,h,,Individual AUCinf calculated as Dose/CL. Individual CL values are given in Tab. 1. Individual values subsequently used to calculate Geom. Mean and geom. SD.,500,,mg,PO,0-12-24-36-48-60-72-84-96-108-120-132-144,h,MD BID (6 days),MD BID,,E-Mycin,,,,Fasted,overnight,,
781,Greenblatt 1998a,https://www.ncbi.nlm.nih.gov/pubmed/9757151,Triazolam + Erythromycin (Trial D),Triazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,3.65,Arith. Mean,0.42,Arith. SEM,1.768,Approx. Avg,,,0,inf,25,inf,h,,,500,,mg,PO,0-8-24-33,h,MD OD (2 days),"MD, day1: 8 am., 4 pm., day2: 8 am., 5 pm.",,capsules,,,"double blind design, medication were packaged identically in opaque capsules",Fed,,4,Light breakfast
801,Kharasch 2012,https://www.ncbi.nlm.nih.gov/pubmed/22398970,Alfentanil PO + efavirenz,Alfentanil,Efavirenz,PO,PO,Induction,Plasma,0.22,Geom. mean,0.16-0.30,90% CI,0.4285714,Approx. Avg,,,0,inf,336.5,inf,h,,"Administration time of alfenatil relative to efavirenz administration was not reported, here, it was assumed that alfentanil was dosed 30 min after efavirenz administration",600,,mg,PO,0-24-48-72-96-120-144-168-192-216-240-264-288-312-336-360-384-408-432-456,h,MD OD (19 days),MD QD,,,,,,,,,
803,Kharasch 2012,https://www.ncbi.nlm.nih.gov/pubmed/22398970,Alfentanil IV + efavirenz,Alfentanil,Efavirenz,IV,PO,Induction,Plasma,0.54,Geom. mean,0.47-0.62,90% CI,1.097826,Approx. Avg,,,0,inf,360.5,inf,h,,"Administration time of alfenatil relative to efavirenz administration was not reported, here, it was assumed that alfentanil was dosed 30 min after efavirenz administration",600,,mg,PO,0-24-48-72-96-120-144-168-192-216-240-264-288-312-336-360-384-408-432-456,h,MD OD (19 days),MD QD,,,,,,,,,
828,Carls 2014,https://www.ncbi.nlm.nih.gov/pubmed/25139487,Midazolam + 250 mg erythromycin ,Midazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,1.71781,Approx. Avg,,,,,,,2,4,3,5,h,,,250,,mg,PO,0,h,SD,SD,,Erythromycin-ratiopharm® 500 mg filmtablets containing 694 mg erythromycinstearate,,,,,,,
829,Carls 2014,https://www.ncbi.nlm.nih.gov/pubmed/25139487,Midazolam + 1000 mg erythromycin ,Midazolam,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,4.99118,Approx. Avg,,,,,,,2,4,3,5,h,,,1000,,mg,PO,0,h,SD,SD,,Erythromycin-ratiopharm® 500 mg filmtablets containing 694 mg erythromycinstearate,,,,,,,
1001,Schmider 1999,https://www.ncbi.nlm.nih.gov/pubmed/10634135,Alprazolam + Rifampin,Alprazolam,Rifampicin,PO,PO,Induction,Plasma,0.117258464,Approx. Avg,,,0.638157895,Approx. CmaxR,,,0,inf,96,inf,h,1,"Administration time of alprazolam relative to rifampin administration was not reported, here, it was assumed that alprazolam was administered 24h after the last rifampin administration",450,,mg,,S0-T24-R4,h,MD OD (4 days),MD QD,,,,,,,,,
1002,Schmider 1999,https://www.ncbi.nlm.nih.gov/pubmed/10634135,Alprazolam + Ketoconazole,Alprazolam,Ketoconazole,PO,PO,Reversible_Inhibition,Plasma,1.759702725,Approx. Avg,,,1.078947368,Approx. CmaxR,,,0,inf,48,inf,h,,"Administration time of alprazolam relative to ketoconazole administration was not reported, here, it was assumed that alprazolam was administered 12h after the last ketoconazole administration",200,,mg,,S0-T12-R4,h,MD BID (2 days),MD BID,,,,,,,,,
1004,Villikka 1997,https://www.ncbi.nlm.nih.gov/pubmed/9024169,"Treatment arm (pretreatment with rifampin, 600 mg, 5 days)",Triazolam,Rifampicin,PO,PO,Induction,Plasma,0.051,Arith. Mean,0.032-0.071,95%CI,0.124137931,Approx. CmaxR,,,0,inf,113,inf,h,1,AUC ratio from Tab. 1,600,,mg,PO,S0-T24-R5,h,MD OD (5 days),"MD, QD (at 8 pm)",,"two 300 mg Rimapen capsules, Orion Pharmaceutical Company Ltd., Espoo, Finland",,,,,,,
1026,Yasui 1998,https://www.ncbi.nlm.nih.gov/pubmed/9784084,Alprazolam with itraconazole,Alprazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,2.662698413,Approx. Avg,,,1.286821705,Approx. CmaxR,,,0,inf,73,inf,h,,,200,,mg,PO,(S0-T24-R6),h,MD OD (6 days),"MD, QD (at 8 am)",,"capsule formulation (Itrizole, Janssen-Kyowa Co. Ltd, Tokyo, Japan)",,,,,,,
1028,Varhe 1994,https://www.ncbi.nlm.nih.gov/pubmed/7995001,Triazolam with ketoconazole,Triazolam,Ketoconazole,PO,PO,Reversible_Inhibition,Plasma,20.06386189,Geom. Mean,5.00-71.1,Range,3.107487126,Geom. Mean,1.46-5.1,Range,0,inf,73,inf,h,,AUC and Cmax ratios calculated based on individual data listed in Tab. 2,400,,mg,,S0-T24-R4,h,MD OD (4 days),"MD, QD",,"Nizoral, Orion, Helsinki, Finland",,,,,,,"The use of alcohol, coffee, tea, and cola was not allowed during the testdays"
1029,Varhe 1994,https://www.ncbi.nlm.nih.gov/pubmed/7995001,Triazolam with Itraconazole,Triazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,19.02874555,Geom. Mean,7.24-181,Range,2.685447833,Geom. Mean,1.17-10.4,Range,0,inf,73,inf,h,,AUC and Cmax ratios calculated based on individual data listed in Tab. 2,200,,mg,,S0-T24-R4,h,MD OD (4 days),"MD, QD",,"Sporanox, Orion",,,,,,,"The use of alcohol, coffee, tea, and cola was not allowed during the testdays"
1078,Neuvonen 1996,https://www.ncbi.nlm.nih.gov/pubmed/8841155,Treatment phase (triazolam + ITZ simultaneously),Triazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,3.11,Arith. mean,,,1.41,arith. Mean,,,0,inf,0,inf,h,,AUC and Cmax ratio taken from percentage change listed in Tab. 1,200,,mg,PO,0,h,SD,SD,,"Sporanox, Janssen Pharma, Beerse, Belgium",,150,,fasted,3,4,"itraconazole dose was taken 3 h after lunch, the use of alcohol, tea, coffee, and cola was not allowed during the test days"
1079,Neuvonen 1996,https://www.ncbi.nlm.nih.gov/pubmed/8841155,Treatment phase (triazolam + ITZ 3 hr before),Triazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,4.79,Arith. mean,,,1.76,arith. Mean,,,0,inf,3,inf,h,,AUC and Cmax ratio taken from percentage change listed in Tab. 1,200,,mg,PO,0,h,SD,SD,,"Sporanox, Janssen Pharma, Beerse, Belgium",,150,,"Triazola, fasted, ITZ fed",3,,"itraconazole dose was taken after lunch, the use of alcohol, tea, coffee, and cola was not allowed during the test days"
1080,Neuvonen 1996,https://www.ncbi.nlm.nih.gov/pubmed/8841155,Treatment phase (triazolam + ITZ 12 hr before),Triazolam,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,4.63,Arith. mean,,,1.76,arith. Mean,,,0,inf,12,inf,h,,AUC and Cmax ratio taken from percentage change listed in Tab. 1,200,,mg,PO,0,h,SD,SD,,"Sporanox, Janssen Pharma, Beerse, Belgium",,150,,"Triazola, fasted, ITZ fed",3,,"itraconazole dose was taken with a snack, the use of alcohol, tea, coffee, and cola was not allowed during the test days"
